dataset,width,height,psnr,ssim
UIEB,640,480,16.285412903869506,0.6269055070832651
UIEB,1280,720,10.023811444713086,0.6822909251966287
UIEB,640,480,15.147563507602342,0.7473776973770757
UIEB,1280,803,10.052273022683577,0.4514564287981368
UIEB,1067,800,13.282801178879398,0.7465553391498831
UIEB,640,480,18.92917462442736,0.8275211373797555
UIEB,640,480,16.521967780616087,0.7822413915926648
UIEB,640,480,17.783220481771266,0.9149431440675176
UIEB,1000,750,14.120693881692397,0.7458343119202729
UIEB,1024,681,19.945353491941177,0.7138738133378189
UIEB,1280,720,20.980219856457893,0.9474611985839498
UIEB,640,480,14.662704708848988,0.7619845602923593
UIEB,640,480,17.066380375926926,0.8515542089008595
UIEB,600,400,19.563243849714155,0.9050157415197205
UIEB,800,604,18.273296809700533,0.8209347085282559
UIEB,640,480,14.74947764255738,0.49789094740338785
UIEB,640,480,21.51672375351832,0.8518552873168844
UIEB,600,400,19.62427049144981,0.8482230605247604
UIEB,640,480,17.600622840455596,0.8237148927123586
UIEB,800,1150,19.261997147412444,0.8107046502069227
UIEB,640,480,15.36738959411457,0.621006821417259
UIEB,1200,786,16.66688367916997,0.7505183191292327
UIEB,640,480,17.873247400258492,0.7634189898396723
UIEB,1200,771,23.017183008767148,0.9257678305799978
UIEB,640,480,15.622742341845681,0.6074319665591151
UIEB,640,480,21.422527414255583,0.8628025428620315
UIEB,1280,720,10.855907337145938,0.6379393758239961
UIEB,791,537,9.396011897821811,0.3385580749999831
UIEB,640,480,17.105761286924125,0.6532229379935757
UIEB,640,480,14.960873945408547,0.7889030025906912
UIEB,640,480,17.454066966131975,0.7547883459402874
UIEB,531,417,22.5353147447419,0.9408495998433478
UIEB,640,480,21.744668465811007,0.8524081141601777
UIEB,1280,720,15.471282887354839,0.7204544032236248
UIEB,640,480,15.115755723599996,0.7203164795467426
UIEB,640,480,21.523974432607517,0.8632463111938641
UIEB,500,332,20.129091014879524,0.9101411153354589
UIEB,640,480,19.77591173725599,0.8089865981191036
UIEB,640,480,18.49120228188584,0.762378702485193
UIEB,1024,682,15.725695785300658,0.725412876511268
UIEB,1280,720,19.263570129127167,0.8452456310535799
UIEB,550,308,18.124338179374504,0.8320940998267609
UIEB,640,480,25.769313841468357,0.9399093471816603
UIEB,550,412,13.16523085505672,0.7182447530696076
UIEB,839,1230,44.27556490868145,0.9986631201145223
UIEB,553,393,11.526525635151316,0.6523769816814396
UIEB,640,480,14.387174320141757,0.49382308292358307
UIEB,640,480,19.489609554717266,0.8004118705004825
UIEB,640,480,23.504459819921998,0.8959046486770147
UIEB,850,564,15.176706734276797,0.7855844397212545
UIEB,640,480,17.67726345902007,0.7890141728245949
UIEB,640,480,18.73036292238633,0.8432522485092574
UIEB,640,480,20.087493249540827,0.8298036270520716
UIEB,640,480,18.82717347640274,0.8161544806542568
UIEB,640,480,13.793110361946132,0.5309031712971332
UIEB,640,480,14.40778852869202,0.5017689802712685
UIEB,640,480,15.466027120092555,0.6397247679992976
UIEB,640,480,16.24892430982981,0.675286116329064
UIEB,640,480,14.44610301055977,0.5622089202199945
UIEB,640,480,17.75104195105681,0.8189812973501728
UIEB,640,480,16.757878595239845,0.7025263382874884
UIEB,640,480,17.71121458952686,0.7678357778622636
UIEB,1200,736,20.77863387124529,0.8435434595905152
UIEB,640,480,15.544641628641816,0.7812987285230714
UIEB,640,480,15.028893250223547,0.755284854091546
UIEB,500,280,18.09546746724567,0.8195324650035696
UIEB,640,480,16.305893541936378,0.7931561303336508
UIEB,600,371,14.979683391021538,0.8364814673922539
UIEB,1024,685,15.259480985268329,0.749376391206356
UIEB,1024,612,19.230023653948,0.7946742563464495
UIEB,640,480,15.379431664259705,0.6000182819442559
UIEB,640,480,21.026332623764425,0.8801678635267004
UIEB,640,480,13.531680255917616,0.4565569135547483
UIEB,640,480,15.374142333001974,0.5088968127181627
UIEB,640,480,15.471160386625552,0.5558059736425601
UIEB,640,480,16.58800841615477,0.6483367031119737
UIEB,640,480,15.96362158076249,0.5439519653628804
UIEB,640,480,13.481171470313228,0.6936723928709648
UIEB,640,480,19.736662881384813,0.7747461850821665
UIEB,2048,1305,23.11413920740788,0.8191271910799583
UIEB,640,480,14.322100110552183,0.5088222651514073
UIEB,640,480,13.470608852329525,0.6189162911788424
UIEB,640,480,13.792692424087553,0.4802792378442308
UIEB,500,257,17.134796503229293,0.8331132344779842
UIEB,640,480,14.023083215894799,0.4618705477231568
UIEB,900,566,19.6957989106021,0.8927343316995082
UIEB,640,480,17.085463778154804,0.6391395054742474
UIEB,640,480,16.04624866011273,0.6359083264985289
UIEB,640,480,16.690118729133548,0.6362736381856293
UIEB,640,480,17.73704684500448,0.7562346961072971
UIEB,640,480,14.144394574670237,0.5783528666924621
UIEB,640,480,17.347564074880374,0.746695457115912
UIEB,1280,720,20.97200757022971,0.9168051985325425
UIEB,640,480,15.374219409007164,0.6408246745771298
UIEB,640,480,26.63302920876539,0.9585574026426146
UIEB,640,480,21.830533381714208,0.832033214872542
UIEB,640,640,14.440763601374034,0.7377665371687426
UIEB,720,480,20.862308978275067,0.9001190076219668
UIEB,640,480,17.373205851419392,0.6774044074541434
UIEB,640,480,18.494661098972934,0.7875452915581268
UIEB,640,480,14.842963701271497,0.5406312535531678
UIEB,1280,720,14.572828567611417,0.652142357075196
UIEB,640,480,15.702819374074455,0.5649008305283653
UIEB,600,336,16.13126838598706,0.6621085169834628
UIEB,640,480,16.47625949712196,0.5848145470022298
UIEB,640,480,15.70676099800588,0.6057767086211232
UIEB,1280,720,14.698235124429944,0.6692441000055557
UIEB,640,480,16.72164413164928,0.5869059601585634
UIEB,649,451,13.969842038875193,0.5456792531201221
UIEB,640,480,16.572051356189228,0.6370165215923587
UIEB,1280,720,13.609731986884427,0.7153734432202962
UIEB,640,480,14.463923180979181,0.5583560523356289
UIEB,640,480,17.01817866175148,0.7199043799865184
UIEB,640,480,16.118731500132185,0.629090316295986
UIEB,640,480,16.525826562057453,0.6228074882638487
UIEB,470,263,16.675908733879808,0.7969569395750226
UIEB,640,480,16.858790179844387,0.7278826460669713
UIEB,640,480,17.0821707503363,0.6746536084002029
UIEB,1280,720,17.10236463849501,0.8393089864129241
UIEB,640,480,20.773952519242155,0.796660645892346
UIEB,1280,720,15.622508164142763,0.7530523605640239
UIEB,700,325,29.628485204940365,0.9875048515538701
UIEB,1280,805,14.758448302614225,0.7510383936090496
UIEB,640,480,14.229701317625029,0.5316826121106312
UIEB,640,480,14.856944107633801,0.5261859495242097
UIEB,640,480,14.75481140766265,0.5766386578733419
UIEB,294,171,20.99960737583747,0.958889540398198
UIEB,276,182,17.12128927112977,0.8286233292190278
UIEB,640,480,18.285609170537764,0.8071358348028564
UIEB,1280,859,17.460786231990802,0.6933335260060175
UIEB,1280,720,14.123467934708708,0.7072772594569829
UIEB,259,194,14.96185597659957,0.7600822365636101
UIEB,1200,900,20.54308987249366,0.9181079379321343
UIEB,310,163,18.23966218814985,0.7727724027498534
UIEB,259,194,22.029388832791838,0.8739166753179828
UIEB,259,194,10.8019574017952,0.7743485157777225
UIEB,286,176,15.780746751672526,0.7143173597042892
UIEB,300,168,17.042037576879338,0.8283720466459054
UIEB,640,480,16.633558901515674,0.8189372490654797
UIEB,1280,720,14.345210481365813,0.7240105771789688
UIEB,820,545,16.969145643794807,0.8066217988884525
UIEB,239,211,25.83903062561582,0.8930536888387147
UIEB,1200,732,25.040813101309492,0.9693240120080443
UIEB,1280,799,37.46463719831441,0.9971520844143056
UIEB,1280,720,15.526749665343596,0.7231995632188649
UIEB,276,183,15.164934662531138,0.7955929312898774
UIEB,1280,720,22.093215082743853,0.9028491733830489
UIEB,313,161,14.714832186070819,0.6682000634418331
UIEB,300,168,14.792380804217029,0.6671726685702138
UIEB,275,183,18.02545757966072,0.9057183855217192
UIEB,259,194,14.603213776258187,0.7197804081132899
UIEB,275,183,21.37544467601771,0.8892439097937856
UIEB,300,168,19.857050696656835,0.8515609058066796
UIEB,300,168,20.589815637203195,0.8583366115849124
UIEB,850,564,15.712740589310751,0.759163935975998
UIEB,1280,720,20.995746144081057,0.8537457716690721
UIEB,275,183,22.195663758819965,0.9322172375391805
UIEB,318,159,18.896319680128194,0.8659339935533499
UIEB,300,168,17.984442919582733,0.8124565513003926
UIEB,287,176,17.3717774356793,0.8325651238771464
UIEB,266,190,16.624381501638933,0.8353880497701045
UIEB,275,183,20.179803348225434,0.8852526815515445
UIEB,275,184,18.2432226891708,0.7540450042095297
UIEB,275,183,15.669523752366995,0.8252028356021888
UIEB,1280,720,19.879365834709862,0.8001286017409059
UIEB,259,194,14.874829486131,0.7004257710549143
UIEB,1280,720,18.69065434366328,0.7672968663258942
UIEB,275,183,21.971341679106242,0.9324882800566194
UIEB,299,168,12.28984969706406,0.7377398758491468
UIEB,241,209,18.37911928876668,0.783102407563068
UIEB,300,168,19.175727499243635,0.8246545860478655
UIEB,318,159,12.476852817727405,0.7251541071636485
UIEB,265,190,15.142687336782819,0.7471467077150636
UIEB,275,183,20.30350841296816,0.827203648690172
UIEB,640,480,19.560027974411895,0.8612806053377783
UIEB,1280,801,18.28432633607948,0.7125423080845114
UIEB,300,168,26.097097299144913,0.9209266564197631
UIEB,275,183,17.16179698056774,0.855894079880927
UIEB,1280,720,16.946143485585495,0.7726843446619428
UIEB,275,183,16.23011919698083,0.8228331600197419
UIEB,300,168,23.46892452812022,0.9404867554575173
UIEB,276,183,17.990968552056046,0.7048570580191172
UIEB,270,187,18.626312409034863,0.8289244780270311
UIEB,300,168,18.474021103832804,0.7339529938165631
UIEB,275,183,18.082497746006275,0.7766190904270456
UIEB,266,190,12.618812093646557,0.5746196619351892
UIEB,270,187,17.645926461075746,0.8718482613062847
UIEB,1280,803,29.68140380310411,0.9127891788282526
UIEB,275,183,19.38645009059328,0.8895916364570055
UIEB,282,179,17.19596426364183,0.8307427824928201
UIEB,270,187,12.032301468311289,0.5962440889089541
UIEB,1280,720,21.509152899901217,0.9002413300562871
UIEB,304,166,17.014589515285092,0.8235155792490773
UIEB,259,194,20.36000686376913,0.8971072191339126
UIEB,267,189,13.619987707318701,0.5801866185910244
UIEB,318,159,17.22206769902225,0.8114179411317353
UIEB,259,194,13.084642717551503,0.670233549042459
UIEB,275,183,22.71449242050741,0.7855261243836095
UIEB,259,194,14.339550365961598,0.6422183468422147
UIEB,287,176,16.032637055691644,0.7456370456459918
UIEB,275,183,14.019338890152284,0.7069662347940463
UIEB,225,225,21.16097744648382,0.8405516913870593
UIEB,300,168,17.18168777831026,0.7904091751562206
UIEB,1280,720,16.69891212639342,0.8202348616579028
UIEB,1200,753,13.838369605412726,0.6176482013667489
UIEB,267,189,21.473541173368353,0.8349691041804147
UIEB,259,194,13.654313379000676,0.7312225536399478
UIEB,1280,720,20.75333831810208,0.8776020257775025
UIEB,1280,720,22.071235798326537,0.8722257761568982
UIEB,1280,720,19.777506143762537,0.9248859232420271
UIEB,1280,720,19.674079249029514,0.8179837257940353
UIEB,1280,720,23.402433825176715,0.9570223300564048
UIEB,1280,720,19.115943150662233,0.8404526171321627
UIEB,1280,720,21.010292220158888,0.7928859547955326
UIEB,1280,720,20.662015622853062,0.8549532060863932
UIEB,1280,720,17.850222505778618,0.7450785524009179
UIEB,1280,720,18.992647792679122,0.8355094187807017
UIEB,1280,720,19.08847492882445,0.812255845912242
UIEB,1280,720,20.69609735747214,0.89665714039324
UIEB,640,480,18.792906002148897,0.8022470481658445
UIEB,640,480,12.230081558047525,0.7196644925973862
UIEB,700,524,11.891084373378135,0.5841617796192206
UIEB,373,313,12.334149122376042,0.6486048154673609
UIEB,1024,768,14.382581030357125,0.5978633885914169
UIEB,960,641,17.022647674029553,0.7961217225335195
UIEB,1280,720,13.391445241004114,0.747478465920346
UIEB,1280,720,20.066657336613368,0.8938828417527803
UIEB,1280,720,10.849465087602812,0.551635857798498
UIEB,1280,720,12.851181168821908,0.6463698325958075
UIEB,1280,960,13.771063459391078,0.5818835359769613
UIEB,1280,720,18.286677619209783,0.8830674837397631
UIEB,1280,857,14.168793652215076,0.7084359512386746
UIEB,749,562,14.134464176308052,0.6885729796392761
UIEB,1280,720,21.014048271370772,0.8949707968032928
UIEB,736,552,20.810928925347596,0.8943136250828855
UIEB,500,647,18.560681274496808,0.776802501010553
UIEB,1200,750,19.451388248059548,0.8127467339292322
UIEB,1200,750,21.356172736039017,0.8890222655916213
UIEB,1280,720,19.44369806862152,0.9056035919756065
UIEB,634,426,20.630817137975907,0.7766644765544797
UIEB,1080,670,14.176986441699677,0.6521169728707605
UIEB,580,291,16.53858414983543,0.7921629868100903
UIEB,1024,718,15.671149027527528,0.7020441466045165
UIEB,550,414,15.85346543711389,0.7527424209334285
UIEB,640,480,10.405923314679297,0.5610002830425216
UIEB,576,384,13.95288730006596,0.7320861002759295
UIEB,1280,720,15.975566472811597,0.9063395025035731
UIEB,636,477,10.021678891267982,0.6054190349013091
UIEB,640,408,14.939588089577661,0.8535265446772898
UIEB,960,720,18.3039888084522,0.8708884173778241
UIEB,1024,768,13.472808995433418,0.530240798437816
UIEB,1200,750,19.492037301120135,0.7725791728239294
UIEB,550,366,17.604755121880576,0.8667465127772621
UIEB,640,480,13.166675892802093,0.6744145942138609
UIEB,1200,747,16.590479797942855,0.9172172436652263
UIEB,964,594,16.069098595506873,0.7895437585198462
UIEB,460,293,14.441559920109553,0.703569675408302
UIEB,580,435,16.611228679566985,0.6878878670599707
UIEB,600,364,16.721071282798224,0.7528588683998846
UIEB,500,375,15.148533647780711,0.7608734009703042
UIEB,640,427,15.606853732700962,0.7182710627373231
UIEB,259,194,22.308427929329923,0.8937885637522794
UIEB,1000,667,20.183717756107683,0.8228182280266098
UIEB,736,552,15.91479148780846,0.7206659154618711
UIEB,460,288,25.212265054500715,0.9746645349974902
UIEB,736,552,17.284798784433775,0.7810573312756466
UIEB,575,383,19.45106981778433,0.9095653953985118
UIEB,900,675,13.879754082655186,0.6380287749793788
UIEB,1200,750,11.95853838776297,0.49936620958098016
UIEB,640,480,21.054445414248647,0.9502999732663273
UIEB,600,366,14.030922648457423,0.718545057138981
UIEB,1280,720,13.850611232040908,0.7150956860265558
UIEB,600,366,22.319620551457184,0.9500698991818392
UIEB,600,450,12.369269327072587,0.7099149529175821
UIEB,960,720,10.7403666785182,0.6134844439970464
UIEB,1024,694,15.581255826324243,0.6968719445405349
UIEB,1280,849,21.7397686112926,0.8431560332199538
UIEB,1280,720,13.698341129574496,0.789317018918955
UIEB,1024,768,12.32056869367857,0.559249874822717
UIEB,640,350,16.115666855299402,0.8465097389561395
UIEB,640,480,15.543849351130882,0.7722220387466946
UIEB,640,480,14.680650892747773,0.698893648694111
UIEB,1174,763,17.882476281546957,0.8949489274145274
UIEB,1024,768,14.797652814947636,0.7492348230650202
UIEB,640,480,12.719862339400445,0.6328251115982148
UIEB,1200,753,21.93439399739292,0.8242820176707375
UIEB,500,335,16.190845681565573,0.8184564200484564
UIEB,640,480,17.242840462386617,0.714502000938754
UIEB,700,499,21.49422454241507,0.849981279508547
UIEB,610,305,23.169027642826357,0.8395782513612668
UIEB,564,375,15.77255417618576,0.8028575256500853
UIEB,640,427,21.224160686078225,0.8544657598250288
UIEB,840,630,8.608549982959985,0.4577487134493996
UIEB,1000,803,10.541683303704657,0.616161338592749
UIEB,538,331,17.07831950631517,0.7093191974251426
UIEB,640,480,17.84329311426322,0.8087518076188448
UIEB,1366,768,14.91535656425529,0.7982641830566379
UIEB,1204,800,13.479690394539002,0.650545046015521
UIEB,284,177,20.647425195346617,0.7760518833010238
UIEB,1920,1200,18.536337252232116,0.800483539461374
UIEB,575,408,20.177276637786075,0.8134930077763384
UIEB,420,285,20.004732868806272,0.8325873935211318
UIEB,1920,1202,20.65440234849398,0.8410222761305975
UIEB,1024,682,18.937462639177678,0.6741180148125866
UIEB,293,220,14.267545037272477,0.706355269969105
UIEB,640,480,17.995565568142364,0.8113994842697037
UIEB,1280,801,19.175161436763663,0.8519466016021958
UIEB,1024,682,15.140999686192547,0.7223109972527544
UIEB,640,357,22.41782510002706,0.870798951927514
UIEB,1920,1080,9.88942300211087,0.6389564363268234
UIEB,496,220,12.283692002673332,0.45616310817463407
UIEB,500,251,15.027107392896944,0.6285617736472445
UIEB,600,350,20.553561874885858,0.8662367342552103
UIEB,391,220,16.370819449998983,0.6573320994166222
UIEB,690,517,13.434608329913814,0.48050119422185583
UIEB,690,587,16.909269086391102,0.7232302565546532
UIEB,1024,768,12.634425555761723,0.684626861384443
UIEB,657,494,15.247393886391043,0.7469999845487209
UIEB,690,408,16.133588861856264,0.8095108782679165
UIEB,690,459,17.90099746173008,0.8851495293092798
UIEB,649,487,21.63995033262859,0.940147322428393
UIEB,690,517,14.401409859733956,0.722942798470133
UIEB,1280,720,17.579292127361434,0.8163706816510938
UIEB,780,585,11.225240673872154,0.5214442913517287
UIEB,550,312,16.17119299568531,0.631433565977713
UIEB,1280,811,20.025491069433556,0.8309385733977753
UIEB,1600,1200,16.01974051536188,0.7584885964245506
UIEB,620,400,24.414441173070326,0.9550948348432389
UIEB,690,408,15.086990098474896,0.7631390587532952
UIEB,690,517,16.151428745023928,0.7396888321345721
UIEB,690,517,14.117538014788746,0.607650038896432
UIEB,1280,720,16.70037864356985,0.6713447383846995
UIEB,1280,720,19.140744064536307,0.8295324654769232
UIEB,330,170,16.354684283664,0.7999569548709312
UIEB,690,467,14.272265699020126,0.6924558794637966
UIEB,685,513,16.78323321715775,0.8204122839770948
UIEB,1280,784,15.121285976506805,0.6562448299366571
UIEB,1024,614,23.590259165677956,0.8484929773180777
UIEB,1280,827,21.73204553333661,0.8363315440762574
UIEB,640,480,20.029765424678068,0.8312671855252233
UIEB,1024,768,14.623006221914192,0.691297461793706
UIEB,1280,720,20.921742987666022,0.8616714072915688
UIEB,1280,720,18.16802277064165,0.7647001805880457
UIEB,1280,720,17.1821798564377,0.6724598528458511
UIEB,1280,720,16.48958774370167,0.7113253728162001
UIEB,1280,801,23.78198901964318,0.8350905367272311
UIEB,960,1230,26.728749143709692,0.968700366999948
UIEB,1280,720,17.233847431225655,0.7996573581606637
UIEB,1280,720,15.932285043506697,0.7242272923829676
UIEB,640,480,17.400749435312374,0.7588507533911905
UIEB,1920,1080,14.735068905604273,0.6331933391119695
UIEB,1024,768,19.474097799498264,0.9118020741504959
UIEB,990,742,22.057276278923958,0.9448110367740523
UIEB,1200,810,15.190521371053908,0.8118862743461256
UIEB,1024,768,13.893347652176995,0.6186380811971174
UIEB,627,470,17.826556766872756,0.6757248347037857
UIEB,578,366,21.94202097264028,0.8683930331640827
UIEB,644,364,11.139278461777826,0.464916451390956
UIEB,660,495,12.71081835676021,0.670777074543366
UIEB,640,480,18.1186705625761,0.8029140670072511
UIEB,1200,750,17.677567982403147,0.7526668558304408
UIEB,640,480,11.730256975148919,0.6420999559046651
UIEB,850,564,15.832123853153298,0.835907053875693
UIEB,850,564,10.591153559531037,0.6400169078840146
UIEB,640,480,15.41117332843177,0.6932459156203258
UIEB,640,428,18.77748262674398,0.8555522275931846
UIEB,1024,686,15.920463479974444,0.8087570733024894
UIEB,634,478,16.11144537886618,0.6237579667588408
UIEB,800,460,12.714408306880232,0.5634510915497576
UIEB,852,480,15.182660226949904,0.8326996543210244
UIEB,634,481,15.92635350893772,0.7182805243696796
UIEB,550,366,19.400042106812148,0.8562617749209838
UIEB,500,333,15.905518609677758,0.7650379463458642
UIEB,550,366,15.052203066652083,0.6873075377346032
UIEB,1280,720,15.24879461566564,0.725151461242662
UIEB,500,333,16.916256701314587,0.8047942483168119
UIEB,640,480,11.003361773799526,0.5020954737097315
UIEB,500,333,13.799853904799646,0.6718501163578939
UIEB,500,333,15.269603674218672,0.6533523891363886
UIEB,500,333,14.016710649291788,0.677805146250849
UIEB,500,333,13.24537293692904,0.6348811687871958
UIEB,500,333,10.71204586372837,0.6235177398653883
UIEB,500,333,11.662742016537793,0.6240264661895468
UIEB,500,333,13.654387790568713,0.4711695952602719
UIEB,1200,756,18.870449035776037,0.7796527508718691
UIEB,500,333,13.28120254952617,0.6224820525811321
UIEB,500,333,13.648629659397598,0.6016127975349991
UIEB,500,333,11.739983628598383,0.5355722657907886
UIEB,500,333,16.15915826073945,0.7568052633181206
UIEB,500,333,17.958356842472448,0.8112919693097199
UIEB,640,480,21.368982004963343,0.9511327778686032
UIEB,500,333,13.26068215677725,0.5778429617260946
UIEB,500,333,17.98748755144613,0.6734921029582729
UIEB,1280,720,11.647218901198116,0.6700998749635616
UIEB,500,333,14.836521504807065,0.5517257863401163
UIEB,500,333,13.053703261532162,0.48993899848798544
UIEB,1280,720,11.571455914560353,0.6563131829021484
UIEB,640,480,18.52804632606856,0.8450296446420188
UIEB,500,333,17.4771246062543,0.7272267323085931
UIEB,500,333,17.987566947909166,0.6550265593261456
UIEB,500,333,14.235713261390014,0.637254803771044
UIEB,1280,720,16.095643330696262,0.8837417414037869
UIEB,500,333,10.854060628884055,0.6129482334469672
UIEB,500,333,12.35768478660134,0.6283293446888683
UIEB,640,480,21.392292271468854,0.9112891168520415
UIEB,1280,720,14.702951646219935,0.8390423079490504
UIEB,500,333,17.683713464532435,0.9211861030971683
UIEB,500,333,17.368832399540825,0.9207856301776439
UIEB,500,333,19.652686467046042,0.8107277315786927
UIEB,640,480,17.54986972372642,0.715507555242685
UIEB,500,333,15.133604267264369,0.7696428611699105
UIEB,500,333,12.776114398332005,0.7447539734212119
UIEB,640,480,21.59626972200933,0.9143144016613999
UIEB,500,333,20.29156987566854,0.912948047749047
UIEB,500,333,9.087789216140141,0.638192832805048
UIEB,500,333,12.81515464944821,0.7240091567515434
UIEB,500,333,15.739153819758975,0.7171260373577896
UIEB,500,333,14.085664313511987,0.7031476348766169
UIEB,500,333,14.17374149814221,0.7585883112896986
UIEB,500,333,13.138974070303691,0.7712863396291412
UIEB,480,360,13.589726356586011,0.8329998659447829
UIEB,500,333,15.592941578908055,0.8233761979680483
UIEB,640,480,18.57491693865587,0.9415504867791172
UIEB,500,375,18.641145602690507,0.8604276578564559
UIEB,640,480,14.872517541426678,0.6980690920301003
UIEB,640,480,16.947243344217206,0.937342725188977
UIEB,550,314,17.090102562348378,0.8778963217913374
UIEB,500,375,15.876989159650012,0.7519742141608022
UIEB,500,375,16.166918465279455,0.7211781605639137
UIEB,500,375,10.29094407427166,0.45041805471022484
UIEB,500,375,18.0939004896727,0.8289078721434903
UIEB,500,375,14.657813429428948,0.6558282783969648
UIEB,500,375,15.595422466122654,0.7495370151074813
UIEB,640,480,15.425129226328453,0.7217969915536514
UIEB,500,375,13.251837440009588,0.5883845940738041
UIEB,500,375,15.372871547889586,0.6800106871905083
UIEB,500,375,15.953858277013458,0.8311714867782807
UIEB,500,375,14.21611807783139,0.6787888980950121
UIEB,500,375,15.33673314995081,0.6924209299051366
UIEB,500,375,14.468494779503736,0.6691711114179136
